InvoiceDate,Make,CountryName,SalePrice,CostPrice,TotalDiscount,DeliveryCharge,SpareParts,LaborCost,Model,Color,ReportingYear,ReportingMonth,Registration_Date,VehicleType
2013-02-02,Jaguar,United Kingdom,39500,25700,150,50,250,250,XJ6,British Racing Green,2013,2,2005-09-20,Saloon
2013-03-02,Jaguar,United Kingdom,39500,25700,150,50,250,250,XJ6,Black,2013,3,2005-09-20,Saloon
2013-06-02,Jaguar,United Kingdom,41250,25700,150,50,250,250,XJ6,Canary Yellow,2013,6,2005-09-20,Saloon
2013-07-02,Jaguar,United Kingdom,39500,25700,150,50,250,250,XJ6,Silver,2013,7,2005-09-20,Saloon
2013-08-02,Jaguar,United Kingdom,39500,25700,150,50,250,250,XK,Silver,2013,8,2005-09-20,Coupe
2013-09-02,Jaguar,United Kingdom,39500,62000,150,50,250,250,XK,Silver,2013,9,2005-09-20,Coupe
2013-10-02,Jaguar,United Kingdom,39500,25700,150,50,250,250,XJ6,Silver,2013,10,2005-09-20,Saloon
2013-02-02,MGB,United Kingdom,39500,8500,150,50,250,325,GT,Green,2013,2,1974-09-20,Convertible
2013-03-02,MGB,United Kingdom,25250,4500,150,50,250,325,GT,Red,2013,3,1974-09-20,Coupe
2013-04-02,MGB,United Kingdom,22500,8500,150,50,250,325,GT,Red,2013,4,1976-09-20,Coupe
2013-05-02,MGB,United Kingdom,22500,4500,150,50,250,325,GT,Red,2013,5,1976-09-20,Convertible
2013-06-02,MGB,United Kingdom,22500,8500,150,50,250,325,GT,Red,2013,6,1974-09-20,Coupe
2013-09-02,MGB,United Kingdom,25250,4500,150,50,250,325,GT,Silver,2013,9,1974-09-20,Convertible
2013-12-02,MGB,United Kingdom,22500,4500,150,50,250,325,GT,British Racing Green,2013,12,1976-09-20,Coupe
2013-01-02,Triumph,United Kingdom,22500,8500,150,50,250,325,TR4,Black,2013,1,1974-09-20,Coupe
2013-02-02,Triumph,United Kingdom,25250,17000,150,50,250,325,TR5,Dark Purple,2013,2,1974-09-20,Coupe
2013-06-02,Triumph,Spain,22500,17000,150,50,250,325,TR5,Canary Yellow,2013,6,1976-09-20,Coupe
2013-08-02,Triumph,United Kingdom,22500,17000,150,50,50,325,TR4,Blue,2013,8,1974-09-20,Coupe
2013-10-02,Triumph,United Kingdom,25250,17000,150,50,50,325,TR7,Red,2013,10,1978-09-20,Coupe
2013-11-02,Triumph,United Kingdom,25250,17000,150,50,75,325,TR4,Green,2013,11,1974-09-20,Coupe
2013-12-02,Triumph,United Kingdom,25250,17000,150,50,150,450,TR5,Silver,2013,12,2005-09-20,Coupe
2013-01-09,Aston Martin,France,74500,31125,500,975,895,1250,DB7,Red,2013,1,2007-04-05,Convertible
2013-01-10,Aston Martin,France,69250,17500,1250,975,750,1250,DB7,Blue,2013,1,2005-04-05,Coupe
2013-02-11,Aston Martin,France,22750,22500,500,975,895,950,Vantage,Green,2013,2,2007-04-05,Coupe
2013-03-12,Aston Martin,Switzerland,37000,17500,1000,975,895,1250,Vantage,Silver,2013,3,2007-04-05,Convertible
2013-03-13,Rolls Royce,Switzerland,74500,31125,750,975,895,1250,Camargue,Canary Yellow,2013,3,2003-04-05,Coupe
2013-03-14,Aston Martin,France,45800,17500,1000,975,500,950,DB7,Night Blue,2013,3,2005-04-05,Coupe
2013-04-15,Rolls Royce,France,22750,22500,2500,350,895,1250,Camargue,Black,2013,4,2007-04-05,Saloon
2013-04-16,Aston Martin,France,45800,17500,1250,350,500,1250,Vantage,Red,2013,4,2007-04-05,Coupe
2013-05-17,Aston Martin,Switzerland,37000,17500,1000,350,895,1250,DB7,Blue,2013,5,2007-04-05,Convertible
2013-05-18,Aston Martin,Switzerland,45800,17500,500,975,750,1250,Vantage,Green,2013,5,2007-04-05,Coupe
2013-05-19,Aston Martin,France,37690,22500,1000,975,895,950,DB7,Silver,2013,5,2009-04-05,Convertible
2013-06-20,Aston Martin,France,74500,17500,2500,975,500,1250,Vantage,Canary Yellow,2013,6,2007-04-05,Coupe
2013-07-21,Rolls Royce,France,45800,17500,1250,975,895,1250,Camargue,Night Blue,2013,7,2010-04-05,Saloon
2013-07-22,Aston Martin,Switzerland,37000,22500,1000,275,500,1250,DB7,Black,2013,7,2007-04-05,Coupe
2013-09-23,Aston Martin,Switzerland,37690,17500,1250,275,500,1250,DB9,Red,2013,9,2003-04-05,Coupe
2013-10-24,Rolls Royce,Switzerland,69250,17500,500,275,895,950,Camargue,Blue,2013,10,2007-04-05,Saloon
2013-11-25,Aston Martin,France,37690,31125,1000,975,895,1250,DB9,Green,2013,11,2007-04-05,Coupe
2013-11-26,Aston Martin,Switzerland,74500,17500,750,975,750,1250,DB7,Silver,2013,11,2003-04-05,Coupe
2013-11-27,Aston Martin,France,37690,17500,500,975,895,1250,DB9,Canary Yellow,2013,11,2001-04-05,Convertible
2014-10-04,Rolls Royce,United Kingdom,97750,55000,550,725,500,750,Camargue,Silver,2014,10,1985-01-08,Saloon
2014-01-01,Aston Martin,United Kingdom,122750,80000,50,1475,600,550,DBS,Blue,2014,1,2007-05-09,Coupe
2014-02-02,Rolls Royce,United Kingdom,90750,80000,800,975,750,550,Silver Ghost,Green,2014,2,2006-09-08,Saloon
2014-03-03,Rolls Royce,United Kingdom,91750,93000,50,975,85,550,Silver Ghost,Blue,2014,3,1987-01-05,Saloon
2014-04-04,Rolls Royce,United Kingdom,94750,67000,50,1475,2500,550,Camargue,Silver,2014,4,1985-01-08,Saloon
2014-05-04,Rolls Royce,United Kingdom,105250,130000,50,975,4000,550,Camargue,British Racing Green,2014,5,1986-05-06,Saloon
2014-06-04,Aston Martin,United Kingdom,112750,61000,800,475,900,550,DBS,Dark Purple,2014,6,1991-08-09,Coupe
2014-07-04,Aston Martin,France,127750,28500,2550,975,900,550,DB7,Red,2014,7,1992-05-08,Coupe
2014-08-04,Aston Martin,United Kingdom,132750,20500,50,975,900,750,DB9,Blue,2014,8,2005-09-08,Coupe
2014-09-04,Aston Martin,United Kingdom,77750,80890,50,975,750,750,DB9,Silver,2014,9,1993-05-08,Coupe
2014-11-04,Aston Martin,France,71250,104000,50,1475,750,750,DB4,Night Blue,2014,11,1975-05-06,Coupe
2014-11-04,Aston Martin,United Kingdom,97750,130000,50,1475,750,750,Vantage,Canary Yellow,2014,11,1985-01-15,Coupe
2014-12-04,Aston Martin,United Kingdom,157750,130000,5050,1475,600,750,Vanquish,Silver,2014,12,1979-03-29,Coupe
2014-12-04,Aston Martin,United Kingdom,97750,160000,50,1475,600,570,Rapide,Black,2014,12,2004-09-08,Coupe
2015-01-02,Aston Martin,France,181250,130000,50,1725,600,570,Zagato,British Racing Green,2015,1,1994-06-04,Coupe
2015-02-02,Rolls Royce,United Kingdom,132750,67000,50,1725,600,570,Silver Ghost,Silver,2015,2,2006-09-08,Saloon
2015-03-02,Rolls Royce,United Kingdom,181250,67000,50,965,600,654,Wraith,Silver,2015,3,2000-09-01,Saloon
2015-04-02,Rolls Royce,United Kingdom,112750,80890,50,475,600,987,Silver Ghost,Green,2015,4,1997-05-10,Saloon
2015-05-02,Rolls Royce,United Kingdom,132750,67000,1000,1725,600,654,Camargue,Black,2015,5,2001-09-01,Saloon
2015-06-02,Rolls Royce,United Kingdom,181250,80890,50,1725,450,321,Silver Shadow,Red,2015,6,2005-06-08,Saloon
2015-10-02,Rolls Royce,United Kingdom,181250,80890,50,1725,200,654,Camargue,Dark Purple,2015,10,2006-05-04,Saloon
2015-11-02,Rolls Royce,United Kingdom,181250,80890,800,1725,200,987,Silver Seraph,Black,2015,11,1997-06-01,Saloon
2015-12-02,Rolls Royce,United Kingdom,132750,80890,50,1725,300,321,Silver Ghost,Red,2015,12,1997-06-01,Saloon
2015-01-02,Rolls Royce,United Kingdom,181250,67000,50,475,300,654,Phantom,British Racing Green,2015,1,2007-05-25,Saloon
2015-02-02,Aston Martin,United Kingdom,181250,80890,50,475,500,987,DB9,Dark Purple,2015,2,1997-06-01,Coupe
2015-03-02,Aston Martin,United Kingdom,112750,80890,50,475,600,963,DB4,Black,2015,3,1999-01-31,Coupe
2015-04-02,Aston Martin,United Kingdom,181250,80890,50,50,500,852,DB9,Black,2015,4,2006-05-04,Coupe
2015-06-02,Aston Martin,United Kingdom,105250,80890,800,425,800,852,DB4,Canary Yellow,2015,6,2006-05-04,Coupe
2015-07-02,Aston Martin,United Kingdom,181250,67000,1050,425,750,654,Vanquish,Silver,2015,7,1998-05-08,Coupe
2015-08-02,Aston Martin,United Kingdom,127250,67000,1300,425,850,984,Vanquish,Green,2015,8,1997-06-01,Coupe
2015-09-02,Aston Martin,United Kingdom,132750,67000,50,75,950,895,DB9,Canary Yellow,2015,9,2007-05-09,Coupe
2015-10-02,Aston Martin,United Kingdom,112750,67000,50,425,1500,486,DB9,Blue,2015,10,2002-02-02,Coupe
2015-11-02,Aston Martin,United Kingdom,181250,67000,50,1725,1400,325,Vanquish,Red,2015,11,2001-09-01,Coupe
2015-12-02,Aston Martin,United Kingdom,132750,130000,50,1725,1560,658,Rapide,Red,2015,12,2006-09-20,Coupe
2014-09-01,Jaguar,USA,112750,55000,800,1725,2570,486,XJ12,Blue,2014,9,1997-06-01,Saloon
2014-10-01,Jaguar,Switzerland,112750,30000,800,1725,2570,987,XJ12,Canary Yellow,2014,10,1997-06-01,Saloon
2014-11-01,Jaguar,United Kingdom,46750,42500,50,475,2570,987,XJ6,British Racing Green,2014,11,1997-06-01,Saloon
2014-12-01,Jaguar,United Kingdom,42250,30000,50,475,2570,987,XK,Dark Purple,2014,12,1997-06-01,Coupe
2015-01-02,Jaguar,United Kingdom,46750,42500,50,1725,2570,987,XK,Canary Yellow,2015,1,1997-06-01,Coupe
2014-01-01,Jaguar,United Kingdom,42250,42500,800,475,2570,1250,XJ6,Green,2014,1,2006-09-20,Saloon
2014-02-01,Bentley,United Kingdom,42250,30700,800,475,2570,1250,Continental,Blue,2014,2,2006-09-20,Saloon
2014-03-01,Bentley,United Kingdom,46750,30700,800,475,2570,1250,Arnage,Canary Yellow,2014,3,2006-09-20,Saloon
2014-04-01,Bentley,United Kingdom,46750,30700,800,750,2570,987,Azure,Red,2014,4,2006-09-20,Saloon
2014-05-01,Bentley,United Kingdom,112750,30700,800,750,2570,1250,Turbo R,Red,2014,5,2007-05-09,Saloon
2014-06-01,Bentley,United Kingdom,112750,67000,550,750,2570,987,Continental,Canary Yellow,2014,6,2007-05-09,Coupe
2014-07-01,Bentley,United Kingdom,112750,67000,550,750,2570,1250,Continental,Canary Yellow,2014,7,2007-05-09,Convertible
2014-08-01,Bentley,Switzerland,112750,30700,550,750,2570,987,Continental,British Racing Green,2014,8,2007-05-09,Saloon
2015-09-02,Bentley,France,44000,67000,1300,425,2570,486,Continental,Dark Purple,2015,9,2006-09-20,Coupe
2015-10-02,Bentley,United Kingdom,42250,67000,1050,425,2570,486,Continental,British Racing Green,2015,10,2006-09-20,Saloon
2015-11-02,Bentley,United Kingdom,46750,67000,1050,425,2570,486,Continental,Black,2015,11,2006-09-20,Saloon
2015-12-02,Bentley,United Kingdom,46750,30700,1050,425,2570,486,Azure,Night Blue,2015,12,2006-09-20,Saloon
2015-01-02,Bentley,Spain,46750,30700,200,25,2570,486,Turbo R,Canary Yellow,2015,1,2006-09-20,Convertible
2015-02-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XJ6,Dark Purple,2015,2,2006-09-20,Saloon
2015-03-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XJ6,British Racing Green,2015,3,2005-09-20,Saloon
2015-04-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XJ6,Black,2015,4,2005-09-20,Saloon
2015-07-02,Jaguar,United Kingdom,44000,30700,200,25,250,250,XJ6,Canary Yellow,2015,7,2005-09-20,Saloon
2015-08-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XJ6,Silver,2015,8,2005-09-20,Saloon
2015-09-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XK,Silver,2015,9,2005-09-20,Coupe
2015-10-02,Jaguar,United Kingdom,42250,67000,200,25,250,250,XK,Silver,2015,10,2005-09-20,Coupe
2015-11-02,Jaguar,United Kingdom,42250,30700,200,25,250,250,XJ6,Silver,2015,11,2005-09-20,Saloon
2015-03-02,MGB,United Kingdom,42250,13500,200,25,250,325,GT,Green,2015,3,1974-09-20,Convertible
2015-04-02,MGB,United Kingdom,28000,9500,200,25,250,325,GT,Red,2015,4,1974-09-20,Coupe
2015-05-02,MGB,United Kingdom,25250,13500,200,25,250,325,GT,Red,2015,5,1976-09-20,Coupe
2015-06-02,MGB,United Kingdom,25250,9500,200,50,250,325,GT,Red,2015,6,1976-09-20,Convertible
2015-07-02,MGB,United Kingdom,25250,13500,200,25,250,325,GT,Red,2015,7,1974-09-20,Coupe
2015-10-02,MGB,United Kingdom,28000,9500,200,50,250,325,GT,Silver,2015,10,1974-09-20,Convertible
2015-01-02,MGB,United Kingdom,25250,9500,200,25,250,325,GT,British Racing Green,2015,1,1976-09-20,Coupe
2015-02-02,Triumph,United Kingdom,25250,13500,200,25,250,325,TR4,Black,2015,2,1974-09-20,Coupe
2015-03-02,Triumph,United Kingdom,28000,22000,200,25,250,325,TR5,Dark Purple,2015,3,1974-09-20,Coupe
2015-07-02,Triumph,United Kingdom,25250,22000,200,25,250,325,TR5,Canary Yellow,2015,7,1976-09-20,Coupe
2015-09-02,Triumph,United Kingdom,25250,22000,200,25,50,325,TR4,Blue,2015,9,1974-09-20,Coupe
2015-11-02,Triumph,United Kingdom,28000,22000,200,25,50,325,TR7,Red,2015,11,1978-09-20,Coupe
2015-12-02,Triumph,United Kingdom,28000,22000,200,25,75,325,TR4,Green,2015,12,1974-09-20,Coupe
2015-01-09,Triumph,France,28000,22000,550,950,150,450,TR5,Silver,2015,1,2005-09-20,Coupe
2015-01-10,Aston Martin,France,77250,36125,1300,950,895,1250,DB7,Red,2015,1,2007-04-05,Convertible
2015-02-11,Aston Martin,France,72000,22500,550,950,750,1250,DB7,Blue,2015,2,2005-04-05,Coupe
2015-03-12,Aston Martin,Switzerland,25500,27500,1050,950,895,950,Vantage,Green,2015,3,2007-04-05,Coupe
2015-03-13,Aston Martin,Switzerland,39750,22500,800,950,895,1250,Vantage,Silver,2015,3,2007-04-05,Convertible
2015-03-14,Rolls Royce,France,77250,36125,1050,950,895,1250,Camargue,Canary Yellow,2015,3,2003-04-05,Coupe
2015-04-15,Aston Martin,France,48550,22500,2550,325,500,950,DB7,Night Blue,2015,4,2005-04-05,Coupe
2015-04-16,Rolls Royce,France,25500,27500,1300,325,895,1250,Camargue,Black,2015,4,2007-04-05,Saloon
2015-05-17,Aston Martin,Switzerland,48550,22500,1050,325,500,1250,Vantage,Red,2015,5,2007-04-05,Coupe
2015-05-18,Aston Martin,Switzerland,39750,22500,550,950,895,1250,DB7,Blue,2015,5,2007-04-05,Convertible
2015-05-19,Aston Martin,France,48550,22500,1050,0,750,1250,Vantage,Green,2015,5,2007-04-05,Coupe
2015-06-20,Aston Martin,France,40440,27500,2550,950,895,950,DB7,Silver,2015,6,2009-04-05,Convertible
2015-07-21,Aston Martin,France,77250,22500,1300,950,500,1250,Vantage,Canary Yellow,2015,7,2007-04-05,Coupe
2015-07-22,Rolls Royce,Switzerland,48550,22500,1050,250,895,1250,Camargue,Dark Purple,2015,7,2010-04-05,Saloon
2015-09-23,Aston Martin,Switzerland,39750,27500,1300,0,500,1250,DB7,Black,2015,9,2007-04-05,Coupe
2015-10-24,Aston Martin,Switzerland,40440,22500,550,250,500,1250,DB9,Red,2015,10,2003-04-05,Coupe
2015-11-25,Rolls Royce,France,72000,22500,1050,0,895,950,Camargue,Blue,2015,11,2007-04-05,Saloon
2015-11-26,Aston Martin,Switzerland,40440,36125,800,950,895,1250,DB9,Green,2015,11,2007-04-05,Coupe
2015-11-27,Aston Martin,France,77250,22500,550,950,750,1250,DB7,Silver,2015,11,2003-04-05,Coupe
2014-10-04,Aston Martin,USA,40440,22500,550,650,895,1250,DB9,Canary Yellow,2014,10,2001-04-05,Convertible
2014-10-04,Rolls Royce,USA,97750,55000,550,650,500,750,Camargue,Silver,2014,10,1985-01-08,Saloon
2014-01-01,Aston Martin,USA,122750,80000,50,1400,600,550,DB9,Blue,2014,1,2007-05-09,Coupe
2014-02-02,Rolls Royce,USA,90750,80000,800,900,750,550,Camargue,Green,2014,2,2006-09-08,Saloon
2014-03-03,Rolls Royce,USA,91750,93000,50,900,85,550,Camargue,Blue,2014,3,1987-01-05,Saloon
2014-04-04,Rolls Royce,USA,94750,67000,50,1400,2500,550,Camargue,Silver,2014,4,1985-01-08,Saloon
2014-05-04,Rolls Royce,USA,105250,130000,50,900,4000,550,Camargue,British Racing Green,2014,5,1986-05-06,Saloon
2014-06-04,Aston Martin,USA,112750,61000,800,400,900,550,DB9,Dark Purple,2014,6,1991-08-09,Coupe
2014-07-04,Aston Martin,USA,127750,28500,2550,900,900,550,DB9,Red,2014,7,1992-05-08,Coupe
2014-08-04,Aston Martin,USA,132750,20500,50,900,900,750,DB9,Blue,2014,8,2005-09-08,Coupe
2014-09-04,Aston Martin,USA,77750,80890,150,900,750,750,DB9,Silver,2014,9,1993-05-08,Coupe
2014-11-04,Aston Martin,USA,71250,104000,50,1400,750,750,DB9,Night Blue,2014,11,1975-05-06,Coupe
2014-11-04,Aston Martin,USA,97750,130000,50,1400,750,750,DB9,Canary Yellow,2014,11,1985-01-15,Coupe
2014-12-04,Aston Martin,USA,157750,130000,5050,1400,600,750,DB9,Silver,2014,12,1979-03-29,Coupe
2014-12-04,Aston Martin,USA,97750,160000,50,1400,600,570,DB9,Black,2014,12,2004-09-08,Coupe
2015-01-02,Aston Martin,USA,181250,130000,50,1650,600,570,DB9,British Racing Green,2015,1,1994-06-04,Coupe
2015-02-02,Rolls Royce,USA,132750,67000,50,1650,600,570,Camargue,Silver,2015,2,2006-09-08,Saloon
2015-03-02,Rolls Royce,USA,181250,67000,50,890,600,654,Camargue,Silver,2015,3,2000-09-01,Saloon
2015-04-02,Rolls Royce,USA,112750,80890,50,400,600,987,Camargue,Green,2015,4,1997-05-10,Saloon
2015-05-02,Rolls Royce,USA,132750,67000,1000,1650,600,654,Camargue,Black,2015,5,2001-09-01,Saloon
2015-06-02,Rolls Royce,USA,181250,80890,50,1650,450,321,Camargue,Red,2015,6,2005-06-08,Saloon
2015-10-02,Rolls Royce,USA,181250,80890,50,1650,200,654,Camargue,Dark Purple,2015,10,2006-05-04,Saloon
2015-11-02,Rolls Royce,USA,181250,80890,800,1650,200,987,Camargue,Black,2015,11,1997-06-01,Saloon
2015-12-02,Rolls Royce,USA,132750,80890,50,1650,300,321,Camargue,Red,2015,12,1997-06-01,Saloon
2015-01-02,Rolls Royce,USA,181250,67000,50,400,300,654,Camargue,British Racing Green,2015,1,2007-05-25,Saloon
2015-02-02,Aston Martin,USA,181250,80890,50,400,500,987,DB9,Dark Purple,2015,2,1997-06-01,Coupe
2015-03-02,Aston Martin,USA,112750,80890,50,400,600,963,DB9,Black,2015,3,1999-01-31,Coupe
2015-04-02,Aston Martin,USA,181250,80890,50,50,500,852,DB9,Black,2015,4,2006-05-04,Coupe
2015-06-02,Aston Martin,USA,105250,80890,800,350,800,852,DB9,Canary Yellow,2015,6,2006-05-04,Coupe
2015-07-02,Aston Martin,USA,181250,67000,500,350,750,654,DB9,Silver,2015,7,1998-05-08,Coupe
2015-08-02,Aston Martin,USA,127250,67000,1300,350,850,984,DB9,Green,2015,8,1997-06-01,Coupe
2015-09-02,Aston Martin,USA,132750,67000,50,0,950,895,DB9,Canary Yellow,2015,9,2007-05-09,Coupe
2015-10-02,Aston Martin,USA,112750,67000,50,350,1500,486,DB9,Blue,2015,10,2002-02-02,Coupe
2015-11-02,Aston Martin,USA,181250,67000,50,1650,1400,325,DB9,Red,2015,11,2001-09-01,Coupe
2015-12-02,Aston Martin,USA,132750,130000,50,1650,1560,658,DB9,Red,2015,12,2006-09-20,Coupe
2014-09-01,Jaguar,USA,112750,55000,650,1650,2570,486,XK,Blue,2014,9,1997-06-01,Saloon
2014-10-01,Jaguar,USA,112750,30000,800,1650,2570,987,XK,Canary Yellow,2014,10,1997-06-01,Saloon
2014-11-01,Jaguar,USA,46750,42500,50,400,2570,987,XK,British Racing Green,2014,11,1997-06-01,Saloon
2014-12-01,Jaguar,USA,42250,30000,50,400,2570,987,XK,Dark Purple,2014,12,1997-06-01,Coupe
2015-01-02,Jaguar,USA,46750,42500,50,1650,2570,987,XK,Canary Yellow,2015,1,1997-06-01,Coupe
2014-01-01,Jaguar,USA,42250,42500,650,400,2570,1250,XK,Green,2014,1,2006-09-20,Saloon
2014-02-01,Bentley,USA,42250,30700,800,400,2570,1250,Continental,Blue,2014,2,2006-09-20,Saloon
2014-03-01,Bentley,USA,46750,30700,800,400,2570,1250,Continental,Canary Yellow,2014,3,2006-09-20,Saloon
2014-04-01,Bentley,USA,46750,30700,650,675,2570,987,Continental,Red,2014,4,2006-09-20,Saloon
2014-05-01,Bentley,USA,112750,30700,800,675,2570,1250,Continental,Red,2014,5,2007-05-09,Saloon
2014-06-01,Bentley,USA,112750,67000,550,675,2570,987,Continental,Canary Yellow,2014,6,2007-05-09,Coupe
2014-07-01,Bentley,USA,112750,67000,550,675,2570,1250,Continental,Canary Yellow,2014,7,2007-05-09,Convertible
2014-08-01,Bentley,USA,112750,30700,550,675,2570,987,Continental,British Racing Green,2014,8,2007-05-09,Saloon
2015-09-02,Bentley,USA,44000,67000,1300,350,2570,486,Continental,Dark Purple,2015,9,2006-09-20,Coupe
2015-10-02,Bentley,USA,42250,67000,1050,350,2570,486,Continental,British Racing Green,2015,10,2006-09-20,Saloon
2015-11-02,Bentley,USA,46750,67000,1050,350,2570,486,Continental,Black,2015,11,2006-09-20,Saloon
2015-12-02,Bentley,USA,46750,30700,1050,350,2570,486,Continental,Night Blue,2015,12,2006-09-20,Saloon
2015-02-02,Jaguar,USA,42250,30700,200,-50,250,250,XK,Dark Purple,2015,2,2006-09-20,Saloon
2015-03-02,Jaguar,USA,42250,30700,200,-50,250,250,XK,British Racing Green,2015,3,2005-09-20,Saloon
2015-04-02,Jaguar,USA,42250,30700,200,-50,250,250,XK,Black,2015,4,2005-09-20,Saloon
2015-07-02,Jaguar,USA,44000,30700,350,-50,250,250,XK,Canary Yellow,2015,7,2005-09-20,Saloon
2015-08-02,Jaguar,USA,42250,30700,200,-50,250,250,XK,Silver,2015,8,2005-09-20,Saloon
2015-09-02,Jaguar,USA,42250,30700,200,-50,250,250,XK,Silver,2015,9,2005-09-20,Coupe
2015-10-02,Jaguar,USA,42250,67000,200,-50,250,250,XK,Silver,2015,10,2005-09-20,Coupe
2015-11-02,Jaguar,USA,42250,30700,350,-50,250,250,XK,Silver,2015,11,2005-09-20,Saloon
2015-03-02,MGB,USA,42250,13500,150,-50,250,325,GT,Green,2015,3,1974-09-20,Convertible
2015-04-02,MGB,USA,28000,9500,350,-50,250,325,GT,Red,2015,4,1974-09-20,Coupe
2015-05-02,MGB,USA,25250,13500,200,-50,250,325,GT,Red,2015,5,1976-09-20,Coupe
2015-06-02,MGB,USA,25250,9500,200,50,250,325,GT,Red,2015,6,1976-09-20,Convertible
2015-07-02,MGB,USA,25250,13500,150,-50,250,325,GT,Red,2015,7,1974-09-20,Coupe
2015-10-02,MGB,USA,28000,9500,200,50,250,325,GT,Silver,2015,10,1974-09-20,Convertible
2015-01-02,MGB,USA,25250,9500,150,-50,250,325,GT,British Racing Green,2015,1,1976-09-20,Coupe
2015-02-02,Triumph,USA,25250,13500,200,-50,250,325,TR4,Black,2015,2,1974-09-20,Coupe
2015-03-02,Triumph,USA,28000,22000,200,-50,250,325,TR4,Dark Purple,2015,3,1974-09-20,Coupe
2015-07-02,Triumph,USA,25250,22000,200,-50,250,325,TR4,Canary Yellow,2015,7,1976-09-20,Coupe
2015-09-02,Triumph,USA,25250,22000,200,-50,50,325,TR4,Blue,2015,9,1974-09-20,Coupe
2015-11-02,Triumph,USA,28000,22000,200,-50,50,325,TR4,Red,2015,11,1978-09-20,Coupe
2015-12-02,Triumph,USA,28000,22000,200,-50,75,325,TR4,Green,2015,12,1974-09-20,Coupe
2015-01-09,Triumph,USA,28000,22000,550,875,150,450,TR4,Silver,2015,1,2005-09-20,Coupe
2015-01-10,Aston Martin,USA,77250,36125,1300,875,895,1250,DB9,Red,2015,1,2007-04-05,Convertible
2015-02-11,Aston Martin,USA,72000,22500,550,875,750,1250,DB9,Blue,2015,2,2005-04-05,Coupe
2015-03-12,Aston Martin,USA,25500,27500,1050,875,895,950,DB9,Green,2015,3,2007-04-05,Coupe
2015-03-13,Aston Martin,USA,39750,22500,800,875,895,1250,DB9,Silver,2015,3,2007-04-05,Convertible
2015-03-14,Rolls Royce,USA,77250,36125,1050,875,895,1250,Camargue,Canary Yellow,2015,3,2003-04-05,Coupe
2015-04-15,Aston Martin,USA,48550,22500,2550,250,500,950,DB9,Night Blue,2015,4,2005-04-05,Coupe
2015-04-16,Rolls Royce,USA,25500,27500,1300,250,895,1250,Camargue,Black,2015,4,2007-04-05,Saloon
2015-05-17,Aston Martin,USA,48550,22500,1050,250,500,1250,DB9,Red,2015,5,2007-04-05,Coupe
2015-05-18,Aston Martin,USA,39750,22500,550,875,895,1250,DB9,Blue,2015,5,2007-04-05,Convertible
2015-05-19,Aston Martin,USA,48550,22500,1050,-75,750,1250,DB9,Green,2015,5,2007-04-05,Coupe
2015-06-20,Aston Martin,USA,40440,27500,2550,875,895,950,DB9,Silver,2015,6,2009-04-05,Convertible
2015-07-21,Aston Martin,USA,77250,22500,1300,875,500,1250,DB9,Canary Yellow,2015,7,2007-04-05,Coupe
2015-07-22,Rolls Royce,USA,48550,22500,1050,175,895,1250,Camargue,Dark Purple,2015,7,2010-04-05,Saloon
2015-09-23,Aston Martin,USA,39750,27500,1300,-75,500,1250,DB9,Black,2015,9,2007-04-05,Coupe
2015-10-24,Aston Martin,USA,40440,22500,550,175,500,1250,DB9,Red,2015,10,2003-04-05,Coupe
2015-11-25,Rolls Royce,USA,72000,22500,1050,-75,895,950,Camargue,Blue,2015,11,2007-04-05,Saloon
2015-11-26,Aston Martin,USA,40440,36125,800,875,895,1250,DB9,Green,2015,11,2007-04-05,Coupe
2015-11-27,Aston Martin,USA,77250,22500,550,875,750,1250,DB9,Silver,2015,11,2003-04-05,Coupe
